PID,date_axis,height_cm
YO8_5_7,Sep  6,1.8
WL2_7_13,Sep  6,3.1
NA_NA_NA,Sep  6,NA
SC_4_15,Sep  6,NA
TM2_1_6,Sep  6,NA
SQ3_4_10,Sep  6,1.9
FR_4_6,Sep  6,1.1
SQ1_4_7,Sep  6,1.4
DPR_4_12,Sep  6,NA
SQ1_4_2,Sep  6,2.9
YO11_7_13,Sep  6,2.8
WL1*_buffer_buffer,Sep  6,NA
SQ2_4_4,Sep  6,NA
YO7_7_17,Sep  6,NA
IH_4_8,Sep  6,NA
LV1_4_7,Sep  6,NA
YO8_8_8,Sep  6,NA
YO8_2_4,Sep  6,NA
TM2_5_2,Sep  6,NA
TM2_7_13,Sep  6,24.6
LVTR1_7_12,Sep  6,NA
CC_1_8,Sep  6,NA
CP3_6_1,Sep  6,NA
CP2_7_13,Sep  6,NA
DPR_7_5,Sep  6,NA
TM2_1_7,Sep  6,NA
IH_7_8,Sep  6,NA
LV1_5_7,Sep  6,NA
IH_2_8,Sep  6,NA
CC_8_8,Sep  6,NA
CP2*_buffer_buffer,Sep  6,NA
CP2*_buffer_buffer,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
LV1*_buffer_buffer,Sep  6,NA
TM2*_buffer_buffer,Sep  6,NA
YO11_8_2,Sep  6,NA
IH_5_9,Sep  6,12.4
TM2_5_10,Sep  6,NA
YO11_7_14,Sep  6,0.4
CP3_4_2,Sep  6,2.3
SQ2_1_1,Sep  6,1.6
CP2_5_7,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
LVTR1_8_10,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
CP3_2_1,Sep  6,NA
NA_NA_NA,Sep  6,NA
CP2_1_7,Sep  6,2.2
DPR_1_1,Sep  6,4.7
LV1_8_8,Sep  6,NA
YO7_7_5,Sep  6,1.1
LVTR1_7_7,Sep  6,NA
YO8_6_9,Sep  6,NA
NA_NA_NA,Sep  6,NA
LVTR1_6_7,Sep  6,NA
IH_7_9,Sep  6,10.4
SC_6_9,Sep  6,NA
YO7_7_24,Sep  6,NA
YO4_2_10,Sep  6,3.9
SQ3_7_13,Sep  6,NA
YO11_3_4,Sep  6,NA
CC_9_9,Sep  6,9.1
LV3_5_5,Sep  6,3.3
WL1_2_1,Sep  6,2.7
DPR_6_8,Sep  6,6.7
TM2_7_18,Sep  6,8.2
CC_4_9,Sep  6,6.4
YO7_6_14,Sep  6,4
LV1_3_8,Sep  6,NA
SC_5_9,Sep  6,2.8
BH_6_9,Sep  6,NA
DPR_3_1,Sep  6,11.2
CC_1_9,Sep  6,NA
LV3_1_2,Sep  6,NA
LVTR1_4_8,Sep  6,NA
YO7_5_4,Sep  6,NA
IH_1_9,Sep  6,6.1
WL1_7_11,Sep  6,NA
SC_2_9,Sep  6,NA
YO8_8_9,Sep  6,NA
LV1_2_8,Sep  6,NA
LV1_6_8,Sep  6,NA
BH_7_9,Sep  6,NA
CP2_2_7,Sep  6,NA
SC_4_9,Sep  6,NA
YO4_3_10,Sep  6,NA
CC_5_9,Sep  6,NA
TM2_7_1,Sep  6,NA
BH_1_9,Sep  6,NA
FR_3_9,Sep  6,NA
TM2_1_8,Sep  6,NA
DPR_5_13,Sep  6,NA
SQ2_8_2,Sep  6,NA
WL2_5_2,Sep  6,NA
CP2_3_7,Sep  6,0.8
LV3_7_13,Sep  6,NA
CP2_7_1,Sep  6,NA
YO11_1_2,Sep  6,NA
NA_NA_NA,Sep  6,NA
LV1*_buffer_buffer,Sep  6,NA
LV1*_buffer_buffer,Sep  6,NA
BH_5_8,Sep  6,5.7
YO11_7_2,Sep  6,NA
WL2_8_1,Sep  6,NA
LVTR1_6_6,Sep  6,NA
CC_9_8,Sep  6,7.3
SC_8_8,Sep  6,NA
CC_3_8,Sep  6,NA
BH_7_8,Sep  6,5.2
YO11_5_18,Sep  6,NA
SQ3_1_12,Sep  6,0.7
WR_2_16,Sep  6,NA
YO8_1_4,Sep  6,NA
LVTR1_7_6,Sep  6,2
DPR_8_16,Sep  6,6.2
CP3_3_1,Sep  6,NA
SQ1_14_6,Sep  6,NA
SC_6_8,Sep  6,5.9
WL2_7_1,Sep  6,NA
LV3_5_4,Sep  6,NA
WL1_7_10,Sep  6,NA
LVTR1_4_2,Sep  6,NA
CP2_1_6,Sep  6,2.6
LV1_8_7,Sep  6,NA
WL2_3_1,Sep  6,3.3
SQ3_4_8,Sep  6,NA
YO11_6_1,Sep  6,3.4
YO7_7_4,Sep  6,3.2
CP3_2_7,Sep  6,NA
LVTR1_5_12,Sep  6,NA
TM2_4_8,Sep  6,NA
WL1_2_2,Sep  6,NA
YO7_7_16,Sep  6,NA
IH_6_8,Sep  6,NA
DPR_1_13,Sep  6,NA
YO8_6_8,Sep  6,NA
DPR_8_4,Sep  6,12.2
BH_3_8,Sep  6,7.6
YO4_2_9,Sep  6,4.7
FR_7_8,Sep  6,NA
SQ1_2_6,Sep  6,3.3
CP2_2_15,Sep  6,NA
CP2_4_6,Sep  6,NA
SQ2_6_1,Sep  6,2.2
YO11_3_2,Sep  6,NA
buffer_buffer_buffer,Sep  6,NA
LVTR1*_buffer_buffer,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
TM2*_buffer_buffer,Sep  6,NA
buffer_NA_NA,Sep  6,NA
WR_1_1,Sep  6,NA
SQ3_6_2,Sep  6,NA
YO8_1_5,Sep  6,4.9
IH_4_9,Sep  6,NA
WL2_2_2,Sep  6,1.3
CP2_4_7,Sep  6,NA
CP3_4_15,Sep  6,NA
YO4_9_2,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
LV1_1_8,Sep  6,NA
NA_NA_NA,Sep  6,NA
WL2_3_2,Sep  6,NA
FR_7_9,Sep  6,NA
LVTR1_2_7,Sep  6,NA
SQ1_2_13,Sep  6,NA
CP3_5_2,Sep  6,NA
SQ2_6_23,Sep  6,NA
YO11_5_2,Sep  6,NA
BH_5_9,Sep  6,NA
SQ1_6_9,Sep  6,NA
YO8_5_9,Sep  6,NA
IH_3_9,Sep  6,NA
YO8_8_14,Sep  6,NA
YO7_4_5,Sep  6,NA
LVTR1_7_18,Sep  6,NA
TM2_6_13,Sep  6,NA
DPR_3_15,Sep  6,NA
YO8_3_5,Sep  6,2.4
SC_8_9,Sep  6,2
LV1_5_8,Sep  6,NA
FR_6_12,Sep  6,NA
CP3_6_2,Sep  6,NA
TM2_2_9,Sep  6,NA
TM2_4_4,Sep  6,NA
BH_2_9,Sep  6,NA
IH_2_9,Sep  6,NA
WL2_6_2,Sep  6,NA
CP2_2_14,Sep  6,2.3
WL2_7_2,Sep  6,6.8
WL1_7_15,Sep  6,2.8
CC_8_9,Sep  6,NA
CC_3_9,Sep  6,NA
SQ2_13_3,Sep  6,NA
SC_4_17,Sep  6,NA
WL2_8_2,Sep  6,NA
CP3_3_2,Sep  6,NA
YO7_6_5,Sep  6,NA
CC_2_9,Sep  6,8.1
YO11_6_2,Sep  6,NA
SC_8_15,Sep  6,3.7
SQ2_6_2,Sep  6,1.3
WL2_1_2,Sep  6,3.1
YO7_1_5,Sep  6,3.6
DPR_8_5,Sep  6,NA
FR_4_8,Sep  6,NA
YO8_2_5,Sep  6,NA
IH_6_9,Sep  6,6.2
LVTR1_4_4,Sep  6,NA
LV1_4_8,Sep  6,1.7
SQ1_14_9,Sep  6,NA
WL1_10_1,Sep  6,NA
CP3_1_1,Sep  6,0.5
DPR_4_1,Sep  6,5.8
BH_3_9,Sep  6,NA
BH_4_9,Sep  6,NA
WL1*_buffer_buffer,Sep  6,NA
WL1_7_14,Sep  6,NA
SC_2_18,Sep  6,5.2
WL1*_buffer_buffer,Sep  6,NA
NA_NA_NA,Sep  6,NA
DPR_6_7,Sep  6,NA
SC_5_14,Sep  6,NA
CP3_5_14,Sep  6,NA
IH_5_8,Sep  6,10.3
WL2_2_1,Sep  6,NA
LVTR1_8_20,Sep  6,NA
CP3_5_1,Sep  6,NA
WL2_6_1,Sep  6,2.9
YO7_3_9,Sep  6,4
SQ2_13_6,Sep  6,0.4
CC_2_8,Sep  6,NA
TM2_7_19,Sep  6,NA
LV1_1_7,Sep  6,NA
FR_2_11,Sep  6,NA
BH_6_8,Sep  6,NA
YO8_3_4,Sep  6,NA
SC_5_8,Sep  6,NA
YO8_4_12,Sep  6,NA
BH_1_8,Sep  6,NA
SQ2_6_25,Sep  6,2.9
YO11_7_1,Sep  6,3.1
SQ2_8_1,Sep  6,NA
YO11_1_1,Sep  6,NA
YO7_5_3,Sep  6,NA
DPR_4_13,Sep  6,NA
IH_1_8,Sep  6,9.6
LV3_7_8,Sep  6,NA
CP3_1_13,Sep  6,NA
LVTR1_8_23,Sep  6,NA
BH_4_8,Sep  6,NA
DPR_3_13,Sep  6,NA
NA_NA_NA,Sep  6,NA
CP2_5_6,Sep  6,1.8
SC_4_8,Sep  6,4.9
CP2_3_6,Sep  6,2.3
YO7_6_4,Sep  6,3.4
CP3_4_1,Sep  6,2.4
FR_5_9,Sep  6,NA
LV1_2_7,Sep  6,1.8
TM2_2_10,Sep  6,NA
WL2_5_1,Sep  6,6.7
BH*_buffer_buffer,Sep  6,NA
LV1_3_15,Sep  6,3.7
NA_NA_NA,Sep  6,NA
LVTR1*_buffer_buffer,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
SQ3_4_2,Sep  6,NA
NA_NA_NA,Sep  6,NA
LV1_2_9,Sep  6,NA
CP3_4_3,Sep  6,NA
YO11_8_3,Sep  6,NA
NA_NA_NA,Sep  6,NA
YO11_6_3,Sep  6,1.2
YO4_1_2,Sep  6,4.1
SQ2_1_2,Sep  6,NA
LVTR1_7_8,Sep  6,NA
TM2_6_2,Sep  6,18
DPR_8_6,Sep  6,NA
NA_NA_NA,Sep  6,NA
WL1_3_5,Sep  6,NA
CP3_1_2,Sep  6,NA
FR_7_10,Sep  6,NA
DPR_4_2,Sep  6,6.2
LV1_6_9,Sep  6,NA
LVTR1_5_1,Sep  6,3.2
BH_7_10,Sep  6,NA
NA_NA_NA,Sep  6,NA
YO11_5_3,Sep  6,1.8
SQ1_14_8,Sep  6,NA
SC_6_10,Sep  6,NA
YO7_7_6,Sep  6,NA
TM2_3_2,Sep  6,NA
YO8_5_10,Sep  6,NA
YO11_5_16,Sep  6,NA
WL2_7_3,Sep  6,0.6
LVTR1_8_11,Sep  6,NA
BH_6_10,Sep  6,3.7
LV1_5_9,Sep  6,0.6
CP3_6_3,Sep  6,NA
WR_2_20,Sep  6,NA
SQ1_14_5,Sep  6,2.1
CC_5_10,Sep  6,8.3
CP2_1_8,Sep  6,2.2
IH_2_10,Sep  6,7.3
LV1_4_9,Sep  6,NA
SQ2_8_3,Sep  6,0.8
WR_3_2,Sep  6,6.8
CP3_7_12,Sep  6,0.5
WL2_8_3,Sep  6,NA
YO7_6_6,Sep  6,1.7
TM2_1_15,Sep  6,21.7
SQ2_11_2,Sep  6,1.3
IH_7_10,Sep  6,NA
FR_4_9,Sep  6,NA
YO11_1_3,Sep  6,NA
WL2_2_3,Sep  6,4.2
CC_9_10,Sep  6,11.5
TM2_1_9,Sep  6,19.9
YO8_3_6,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
FR_3_8,Sep  6,1
WL1_7_12,Sep  6,3.4
CP2_7_2,Sep  6,NA
CP3_3_3,Sep  6,NA
YO7_5_14,Sep  6,2.4
DPR_6_17,Sep  6,3.8
YO4_9_1,Sep  6,3.6
SC_4_10,Sep  6,3.8
WL2_5_3,Sep  6,5.8
SQ1_2_12,Sep  6,NA
YO7_7_7,Sep  6,2.2
IH_3_11,Sep  6,9.1
BH_4_11,Sep  6,5.2
BH_6_11,Sep  6,8.6
SC_5_11,Sep  6,4.9
CC_2_11,Sep  6,9.2
YO7_4_3,Sep  6,2.8
TM2_6_4,Sep  6,9.7
FR_6_10,Sep  6,NA
IH_6_11,Sep  6,NA
LV1_8_10,Sep  6,NA
IH_1_11,Sep  6,NA
WL2*_buffer_buffer,Sep  6,NA
WL2*_buffer_buffer,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
TM2_7_2,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
YO11_3_12,Sep  6,NA
LVTR1_7_14,Sep  6,NA
BH_5_10,Sep  6,8.5
IH_3_10,Sep  6,9.5
SC_8_10,Sep  6,5.7
SQ2_6_20,Sep  6,NA
TM2_2_7,Sep  6,NA
YO8_1_6,Sep  6,NA
WL1_4_12,Sep  6,NA
CC_4_10,Sep  6,NA
LVTR1_6_8,Sep  6,NA
CP2_3_8,Sep  6,NA
CC_2_10,Sep  6,7.3
LV3_7_6,Sep  6,NA
CP2_5_8,Sep  6,NA
LV1_3_9,Sep  6,NA
SC_2_10,Sep  6,NA
YO8_4_4,Sep  6,NA
SQ2_6_3,Sep  6,NA
SC_2_20,Sep  6,NA
DPR_6_9,Sep  6,NA
CP3_2_2,Sep  6,NA
WL2_3_3,Sep  6,NA
NA_NA_NA,Sep  6,NA
YO11_7_3,Sep  6,NA
NA_NA_NA,Sep  6,NA
LVTR1_3_4,Sep  6,NA
DPR_1_2,Sep  6,8.5
CP2_4_8,Sep  6,NA
YO7_2_13,Sep  6,NA
CC_1_10,Sep  6,NA
SC_5_10,Sep  6,NA
CP2_6_1,Sep  6,NA
BH_2_10,Sep  6,6.4
YO7_5_5,Sep  6,2.3
BH_3_10,Sep  6,NA
CC_8_10,Sep  6,NA
YO8_6_10,Sep  6,2.8
BH_1_10,Sep  6,4
IH_5_10,Sep  6,9.8
WL2_6_3,Sep  6,NA
YO8_8_10,Sep  6,NA
CP3_5_3,Sep  6,NA
SC_6_14,Sep  6,NA
CP2_2_8,Sep  6,NA
IH_6_10,Sep  6,6
BH_4_10,Sep  6,5.7
LV1_8_9,Sep  6,3.3
SQ3_1_5,Sep  6,NA
YO7_4_10,Sep  6,NA
YO7_7_25,Sep  6,NA
IH_4_10,Sep  6,9.5
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
WL2_1_3,Sep  6,6.7
LV3_5_6,Sep  6,3.3
YO8_2_6,Sep  6,3.2
CC_3_10,Sep  6,8.8
YO4_2_11,Sep  6,8.9
IH_1_10,Sep  6,6
LVTR1_2_8,Sep  6,4.5
LV1_1_9,Sep  6,2.4
DPR_3_2,Sep  6,7.2
DPR_3_14,Sep  6,6.4
YO8_2_7,Sep  6,NA
SQ3_2_6,Sep  6,NA
YO11_4_6,Sep  6,NA
SC_4_11,Sep  6,2.1
SQ1_2_10,Sep  6,NA
TM2_1_10,Sep  6,NA
DPR_8_15,Sep  6,NA
CC_4_11,Sep  6,8.3
CP2_7_3,Sep  6,2.6
IH_5_11,Sep  6,10.5
LVTR1_6_9,Sep  6,NA
BH_1_11,Sep  6,NA
YO8*_buffer_buffer,Sep  6,NA
SC*_buffer_buffer,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
WL1*_buffer_buffer,Sep  6,NA
LV1_8_11,Sep  6,NA
TM2_1_11,Sep  6,20.5
SC_7_6,Sep  6,4.2
CC_1_12,Sep  6,1.2
CC_2_12,Sep  6,10.2
NA_NA_NA,Sep  6,NA
FR_4_11,Sep  6,NA
DPR_4_4,Sep  6,4.1
YO8_1_8,Sep  6,NA
WL2_8_5,Sep  6,4.7
CP2_6_7,Sep  6,2.8
IH_1_12,Sep  6,7.7
DPR_1_4,Sep  6,6.4
YO7_1_11,Sep  6,NA
WL1_9_10,Sep  6,2.4
CP3_2_3,Sep  6,1.1
YO11_6_5,Sep  6,NA
FR_6_8,Sep  6,1.6
WL1_7_13,Sep  6,1
LV1_1_10,Sep  6,NA
WL2_2_4,Sep  6,2.5
BH_5_11,Sep  6,NA
TM2_5_13,Sep  6,NA
CP2_1_9,Sep  6,NA
FR_4_10,Sep  6,NA
CP2_4_9,Sep  6,0.6
DPR_5_4,Sep  6,6.4
YO4_4_3,Sep  6,2.2
SQ1_5_9,Sep  6,NA
FR_3_10,Sep  6,NA
CP3_3_4,Sep  6,NA
LVTR1_7_10,Sep  6,NA
DPR_3_3,Sep  6,8
YO7_5_6,Sep  6,2.6
SC_6_11,Sep  6,5
SQ2_8_4,Sep  6,NA
DPR_1_3,Sep  6,6.1
WL1_9_4,Sep  6,2.2
SC_2_14,Sep  6,2.4
YO8_8_11,Sep  6,NA
YO11_5_4,Sep  6,NA
CP2_2_9,Sep  6,NA
DPR_4_3,Sep  6,NA
BH_3_11,Sep  6,3.5
TM2_2_4,Sep  6,24.5
LVTR1_5_7,Sep  6,NA
YO11_7_4,Sep  6,NA
YO8_6_11,Sep  6,NA
WL2_8_4,Sep  6,2.1
IH_7_11,Sep  6,6.6
LVTR1_4_6,Sep  6,1.8
LV1_6_10,Sep  6,NA
NA_NA_NA,Sep  6,NA
LV1*_buffer_buffer,Sep  6,NA
SQ2_2_6,Sep  6,2.2
YO11_6_4,Sep  6,NA
LVTR1_8_16,Sep  6,1.5
NA_NA_NA,Sep  6,NA
CP3_6_4,Sep  6,1.2
CC_1_11,Sep  6,NA
WL2_5_4,Sep  6,4.6
CC_3_11,Sep  6,9.4
CC_5_11,Sep  6,NA
CC_8_11,Sep  6,4.7
CP2_5_9,Sep  6,1.3
TM2_7_21,Sep  6,9.3
WL1_2_12,Sep  6,NA
YO7_6_7,Sep  6,NA
BH*_buffer_buffer,Sep  6,NA
YO8*_buffer_buffer,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
YO11*_buffer_buffer,Sep  6,NA
SC*_buffer_buffer,Sep  6,NA
IH_7_12,Sep  6,7.4
YO11_8_14,Sep  6,NA
WL1_7_18,Sep  6,2.9
WR_2_11,Sep  6,NA
TM2_7_4,Sep  6,31.5
YO11_4_1,Sep  6,1.3
NA_NA_NA,Sep  6,NA
WL1_7_1,Sep  6,4.2
DPR_8_18,Sep  6,NA
LV1_1_11,Sep  6,NA
CP3_3_5,Sep  6,NA
CP2_7_4,Sep  6,NA
SC_6_12,Sep  6,5.4
TM2_7_15,Sep  6,NA
LVTR1_6_14,Sep  6,NA
YO8_8_12,Sep  6,NA
NA_NA_NA,Sep  6,NA
WR_2_18,Sep  6,3.8
SQ2_6_4,Sep  6,5.1
YO11_5_17,Sep  6,3.5
CP2_6_12,Sep  6,NA
YO11_1_4,Sep  6,4.7
CP3_1_14,Sep  6,NA
SC_8_11,Sep  6,NA
SQ3_3_13,Sep  6,1.7
CP3_7_2,Sep  6,NA
WL2_1_4,Sep  6,2.8
CP3_5_4,Sep  6,NA
YO8_3_7,Sep  6,NA
NA_NA_NA,Sep  6,NA
TM2_7_3,Sep  6,NA
NA_NA_NA,Sep  6,NA
BH_7_11,Sep  6,7.2
LV1_3_10,Sep  6,3.2
YO8_5_11,Sep  6,NA
WL2_7_4,Sep  6,4.8
DPR_6_10,Sep  6,NA
LVTR1_2_9,Sep  6,NA
IH_2_11,Sep  6,NA
FR_7_11,Sep  6,8.7
YO11_8_4,Sep  6,NA
DPR_8_7,Sep  6,NA
SC_2_23,Sep  6,3.5
LV1_2_10,Sep  6,NA
YO8_1_7,Sep  6,NA
WL2_3_4,Sep  6,NA
CP2_3_9,Sep  6,NA
YO7_4_13,Sep  6,NA
TM2_4_5,Sep  6,NA
SC_2_11,Sep  6,NA
YO4_3_13,Sep  6,NA
YO4_2_12,Sep  6,NA
NA_NA_NA,Sep  6,NA
DPR*_buffer_buffer,Sep  6,NA
SQ2_4_12,Sep  6,NA
LV1_4_10,Sep  6,NA
LV3_7_2,Sep  6,NA
YO7_2_12,Sep  6,NA
WL2_6_4,Sep  6,1.6
YO7_6_18,Sep  6,NA
CP3_4_4,Sep  6,3.2
CP3_1_3,Sep  6,NA
CC_9_11,Sep  6,7.5
YO8_4_11,Sep  6,NA
IH_4_11,Sep  6,7.5
LV1_5_10,Sep  6,NA
BH_2_11,Sep  6,7.1
LVTR1_8_12,Sep  6,NA
LV3_5_7,Sep  6,2.1
NA_NA_NA,Sep  6,NA
YO8*_buffer_buffer,Sep  6,NA
YO8*_buffer_buffer,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
TM2*_buffer_buffer,Sep  6,NA
TM2*_buffer_buffer,Sep  6,NA
YO7_6_8,Sep  6,2.8
TM2_3_1,Sep  6,12.3
YO11_5_5,Sep  6,4.6
YO11_7_5,Sep  6,NA
IH_3_12,Sep  6,NA
IH_4_12,Sep  6,9.2
WL2_1_5,Sep  6,4.1
YO4_2_13,Sep  6,6.3
LVTR1_2_10,Sep  6,4.4
YO4_5_2,Sep  6,NA
YO7_6_15,Sep  6,2.8
SC_2_24,Sep  6,NA
BH_1_12,Sep  6,6.5
YO8_3_8,Sep  6,NA
SC_8_12,Sep  6,5.6
CP2_4_10,Sep  6,4.3
IH_5_12,Sep  6,10.9
LV3_3_4,Sep  6,2.1
CC_3_12,Sep  6,9.9
LV1_5_11,Sep  6,NA
YO7_4_7,Sep  6,NA
CP3_7_4,Sep  6,NA
DPR_3_4,Sep  6,9.8
YO11_1_5,Sep  6,NA
BH_3_12,Sep  6,5.7
YO8_5_12,Sep  6,NA
CP2_5_10,Sep  6,1.6
LVTR1_5_10,Sep  6,NA
CC_9_12,Sep  6,13.1
WL2_3_5,Sep  6,2.2
LV1_4_11,Sep  6,NA
BH_7_12,Sep  6,5.7
YO7_5_18,Sep  6,3.8
LVTR1_7_11,Sep  6,NA
SQ2_4_11,Sep  6,NA
YO8_6_12,Sep  6,NA
SQ2_8_5,Sep  6,2.2
LVTR1_4_7,Sep  6,NA
FR_7_12,Sep  6,NA
YO7_7_8,Sep  6,NA
FR_3_2,Sep  6,NA
LV3_5_8,Sep  6,3.6
CP2_3_10,Sep  6,NA
SC_5_12,Sep  6,NA
DPR_8_8,Sep  6,NA
BH_2_12,Sep  6,8
CP3*_buffer_buffer,Sep  6,NA
YO8*_buffer_buffer,Sep  6,NA
DPR_4_5,Sep  6,NA
FR_7_13,Sep  6,NA
SQ3_2_1,Sep  6,NA
TM2_2_3,Sep  6,3.7
YO4_1_12,Sep  6,NA
SQ3_6_4,Sep  6,NA
CC_8_13,Sep  6,NA
CP3_5_6,Sep  6,2.4
BH_7_13,Sep  6,8.2
SC_5_13,Sep  6,NA
CP3_2_8,Sep  6,1.3
YO11_5_6,Sep  6,NA
YO8_3_9,Sep  6,NA
WR_2_15,Sep  6,NA
WL2_3_6,Sep  6,2.8
LV1_1_12,Sep  6,1.9
CC_4_13,Sep  6,5.4
CP2_3_11,Sep  6,2.1
CP3_7_11,Sep  6,NA
CP3_4_6,Sep  6,2.3
YO7_7_9,Sep  6,2.2
BH_1_13,Sep  6,3.8
LVTR1_2_11,Sep  6,1.3
DPR_6_12,Sep  6,5.3
TM2_7_17,Sep  6,18
DPR_8_14,Sep  6,7.9
TM2_3_7,Sep  6,24.5
SQ2_6_18,Sep  6,NA
CP2_1_11,Sep  6,NA
IH_1_13,Sep  6,6.6
YO11_4_5,Sep  6,NA
LV1_5_12,Sep  6,2.6
IH_6_13,Sep  6,6.2
BH_3_13,Sep  6,NA
BH*_buffer_buffer,Sep  6,NA
BH*_buffer_buffer,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
TM2*_buffer_buffer,Sep  6,NA
TM2*_buffer_buffer,Sep  6,NA
SQ1_2_3,Sep  6,4.7
WL1_2_4,Sep  6,3.8
CP3_5_5,Sep  6,3.8
YO4_3_12,Sep  6,4.8
CP2_2_10,Sep  6,3.1
YO7_5_7,Sep  6,3.9
BH_5_12,Sep  6,9.1
IH_2_12,Sep  6,5.8
LV1_3_11,Sep  6,3.7
BH_4_12,Sep  6,10.6
DPR_7_2,Sep  6,4.8
CC_4_12,Sep  6,11.3
LV1_6_11,Sep  6,3.2
BH_6_12,Sep  6,8.5
CC_8_12,Sep  6,8.3
WL2_6_5,Sep  6,NA
WL2_2_5,Sep  6,5.8
WV_3_2,Sep  6,NA
SQ2_6_5,Sep  6,1.7
CC_5_12,Sep  6,11.8
SQ2_1_3,Sep  6,6.2
YO8_2_8,Sep  6,6.4
SC_2_12,Sep  6,3.4
SQ1_14_1,Sep  6,2.8
DPR_6_11,Sep  6,8.2
YO8_4_1,Sep  6,2.9
TM2_5_5,Sep  6,9.6
TM2_3_5,Sep  6,NA
CP3_1_4,Sep  6,5.6
CP3_6_5,Sep  6,2.8
SQ3_7_5,Sep  6,NA
IH_6_12,Sep  6,NA
WL2_5_5,Sep  6,NA
YO11_8_5,Sep  6,NA
SC_4_12,Sep  6,NA
SQ3_1_4,Sep  6,NA
SQ3_3_7,Sep  6,3.1
CP3_4_5,Sep  6,NA
LVTR1_8_13,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
CP2_1_10,Sep  6,NA
LV1_2_11,Sep  6,NA
WL2_7_5,Sep  6,NA
LVTR1_6_10,Sep  6,NA
LV1*_buffer_buffer,Sep  6,NA
LV1*_buffer_buffer,Sep  6,NA
YO7_6_9,Sep  6,3.2
BH_5_13,Sep  6,NA
SC_2_13,Sep  6,NA
FR_5_8,Sep  6,NA
DPR_1_5,Sep  6,NA
LV1_4_12,Sep  6,NA
YO11_6_6,Sep  6,NA
CP2_5_11,Sep  6,NA
TM2_7_5,Sep  6,25.2
LVTR1_7_13,Sep  6,NA
CC_2_13,Sep  6,8
WL2_7_6,Sep  6,5.4
CP3_3_6,Sep  6,NA
YO8_2_9,Sep  6,NA
WL2_5_6,Sep  6,NA
YO8_8_13,Sep  6,NA
LV3_5_9,Sep  6,NA
SC_4_13,Sep  6,4.5
LV1_3_12,Sep  6,NA
SQ2_1_6,Sep  6,4.6
SQ3_6_11,Sep  6,NA
IH_7_13,Sep  6,7.2
CC_9_13,Sep  6,NA
LVTR1_5_5,Sep  6,NA
DPR_3_5,Sep  6,NA
CP2_7_5,Sep  6,NA
BH_2_13,Sep  6,4.1
SQ2_6_6,Sep  6,2.6
WL1_3_10,Sep  6,2.2
YO8_1_9,Sep  6,4.8
SC_2_27,Sep  6,1.8
LVTR1_7_17,Sep  6,NA
YO11_8_6,Sep  6,2.4
WL1_9_2,Sep  6,4.1
BH*_buffer_buffer,Sep  6,NA
BH*_buffer_buffer,Sep  6,NA
NA_NA_NA,Sep  6,NA
NA_NA_NA,Sep  6,NA
BH*_buffer_buffer,Sep  6,NA
DPR_8_10,Sep  6,6.4
LV1_5_13,Sep  6,NA
WL2_5_7,Sep  6,NA
CP2_6_13,Sep  6,3.7
CC_8_1,Sep  6,NA
BH_6_1,Sep  6,4.9
SQ3_4_4,Sep  6,NA
SC_4_1,Sep  6,4
CP3_3_7,Sep  6,NA
YO7_7_10,Sep  6,1.1
SC_2_26,Sep  6,3.3
IH_6_1,Sep  6,9.1
NA_NA_NA,Sep  6,NA
CP2_5_12,Sep  6,3.5
YO8_5_14,Sep  6,2.7
NA_NA_NA,Sep  6,NA
WL2_8_7,Sep  6,4.2
NA_NA_NA,Sep  6,NA
CP3_2_11,Sep  6,2
